#,Name,Symbol,On Exchange,% Supply On Exchange,1D Change,1D Change %,7D Change,7D Change %,30D Change,30D Change %
597,ZKFair,ZKF,1555096570.0,15.55,19391017.79,1.26,51994699.47,3.46,366206015.0,30.8
598,MAP Protocol,MAP,112130577.0,1.12,-256515.14,-0.23,-2402024.11,-2.1,-7190986.85,-6.03
599,Veritaseum,VERI,53062.0,0.05,-62.1654,-0.12,1121.57,2.16,2069.33,4.06
600,Bazaars,BZR,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Quantfury,QTF,401757.0,0.4,2.57e-05,0.0,-8010.82,-1.95,-7798.6,-1.9
602,Goldfinch,GFI,2847268.0,2.49,22383.66,0.79,-112163.69,-3.79,379314.97,15.37
603,Anchored Coins EUR,AEUR,66562571.0,99.78,321.19,0.0,-51296.6,-0.08,-103468.18,-0.16
604,AVINOC,AVINOC,3067404.0,0.31,6337.95,0.21,21707.14,0.71,380020.07,14.14
605,RocketX Exchange,RVF,5393863.0,7.57,-16831.52,-0.31,204769.91,3.95,625093.29,13.11
606,Forta,FORT,15396296.0,1.54,241710.15,1.59,731791.65,4.99,1275478.11,9.03
607,Mog Coin,MOG,4339546047397.0,1.11,33595793659.0,0.78,444880550728.0,11.42,514768991208.0,13.46
608,Tokenlon,LON,2070291.0,1.55,0.0,0.0,-284658.85,-12.09,345875.61,20.06
609,Banana Gun,BANANA,51884.0,0.54,-700.6,-1.33,-3668.47,-6.6,-8026.88,-13.4
610,Cobak Token,CBK,2063990.0,2.06,-1933.17,-0.09,-23732.35,-1.14,-2800.46,-0.14
611,5ire,5IRE,29638303.0,1.98,955355.71,3.33,990334.31,3.46,14651127.49,97.76
612,DeFi Pulse Index,DPI,4076.9,0.73,-2.2055,-0.05,-3.2435,-0.08,-6.0962,-0.15
613,Metadium,META,621131529.0,31.06,-4.802e-05,0.0,-2.939e-05,0.0,0.0,0.0
614,Bitcoin Cats,1CAT,2264418556.0,45.29,19819641.02,0.88,197176815.0,9.54,681446160.0,43.05
615,XCAD Network,XCAD,3657360.0,1.84,46063.91,1.28,384057.5,11.73,1294322.52,54.77
616,SIDUS HEROES,SIDUS,2390706786.0,10.54,24244730.84,1.02,34430183.21,1.46,317382673.0,15.31
617,NuCypher,NU,22385644.0,1.62,-107053.83,-0.48,-398161.9,-1.75,2366342.88,11.82
618,Biswap,BSW,241978020.0,40.25,-317930.44,-0.13,-743107.66,-0.31,16682407.37,7.4
619,Sologenic,SOLO,16626090.0,4.16,-65.0497,0.0,-8294.69,-0.05,-45997.64,-0.28
620,XSGD,XSGD,645334.0,0.77,-6542.98,-1.0,175836.57,37.45,113801.19,21.41
621,MEMETOON,MEME,580200123.0,0.58,-3070468.45,-0.53,-22399973.95,-3.72,14188964.49,2.51
622,Solidus Ai Tech,AITECH,146928085.0,7.37,5338294.51,3.77,-53111346.81,-26.55,-52944577.01,-26.49
623,DeversiFi,DVF,2743625.0,2.74,-567.32,-0.02,-571.1,-0.02,-20166.26,-0.73
624,Constellation,DAG,1001712715.0,25.04,0.0,0.0,0.0,0.0,0.0,0.0
625,Mancium,MANC,305357.0,0.31,0.0,0.0,0.0,0.0,-235.5,-0.08
626,Maple Finance,MPL,264625.0,2.65,3423.92,1.31,22837.98,9.45,48032.09,22.18
627,DXDao,DXD,62.84,0.04,1.785e-05,0.0,0.0,0.0,0.0,0.0
628,Meter,MTRG,380459.0,0.87,-1046.43,-0.27,2504.74,0.66,-69479.97,-15.44
629,Origin Dollar,OUSD,833700.0,6.34,-4.186e-05,0.0,-147368.13,-15.02,-143957.85,-14.72
630,Chainge Finance,XCHNG,90210066.0,7.52,253266.58,0.28,-570961.52,-0.63,0.0,0.0
631,COMBO,COMBO,48466386.0,68.21,15327.3,0.03,44398.06,0.09,-167975.65,-0.35
632,Crypto International,CRI,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,cVault.finance,CORE,2.65,0.03,0.0,0.0,1.2088,83.62,0.3172,13.57
634,Stronghold Token,SHX,18792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Vaiot,VAI,128099541.0,32.02,-497479.86,-0.39,557951.46,0.44,5761068.48,4.71
636,DEAPcoin,DEP,1352764083.0,4.51,-48348697.13,-3.45,31555634.22,2.39,-41614554.78,-2.98
637,Seamless,SEAM,436470.0,0.44,195.95,0.04,-4127.52,-0.94,-15885.69,-3.51
638,Vai,VAI,803136.0,16.41,-360.06,-0.04,-9343.27,-1.15,-130239.01,-13.95
639,Ampleforth,AMPL,4221441.0,9.15,-35637.79,-0.84,163242.54,4.02,494647.15,13.27
640,Euro Coin,EUROC,657623.0,1.34,-28604.52,-4.17,-28135.94,-4.1,-23045.71,-3.39
641,Dione Protocol,DIONE,2262624772.0,22.88,-765170.43,-0.03,-14113421.38,-0.62,-17203457.1,-0.75
642,Euler Finance,EUL,125874.0,0.46,1898.03,1.53,-4222.58,-3.25,-1236.41,-0.97
643,Bitgert,BRISE,11314810426043.0,1.13,34069868003.0,0.3,-209113140060.0,-1.81,-139201626845.0,-1.22
644,Clearpool,CPOOL,97892667.0,9.79,650239.03,0.67,5388075.6,5.82,8924391.55,10.03
645,Cornucopias,COPI,2873241.0,0.07,65351.71,2.33,801862.79,38.71,430150.02,17.61
646,MetFi,METFI,230236.0,0.05,-818.46,-0.35,-3584.59,-1.53,4078.73,1.8
647,ABBC Coin,ABBC,2253849.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
648,Carry,CRE,191111615.0,1.91,519714.17,0.27,1055070.97,0.56,-92513028.28,-32.62
649,Strike,STRK,127377.0,1.95,-271.33,-0.21,25816.47,25.42,-11902.16,-8.55
650,Vega Protocol,VEGA,5721032.0,8.8,314218.17,5.81,-122168.6,-2.09,881127.19,18.21
651,Ordiswap,ORDS,143996574.0,14.4,-3805296.63,-2.57,-25032988.49,-14.81,30681219.82,27.08
652,Games for a living,GFAL,328980531.0,3.29,669923.42,0.2,6485877.44,2.01,34512833.08,11.72
653,NFT Worlds,WRLD,9929109.0,0.2,83620.21,0.85,-679945.21,-6.41,-1906157.41,-16.11
654,Altura,ALU,91175719.0,9.21,488213.25,0.54,849634.18,0.94,5764744.62,6.75
655,Unibot,UNIBOT,92055.0,9.21,-81.1867,-0.09,6512.02,7.61,26835.96,41.15
656,BLOCKv,VEE,222726394.0,6.11,0.0,0.0,-94908.99,-0.04,-1431123.86,-0.64
657,Wirex,WXT,251242677.0,2.51,192257.67,0.08,13192580.61,5.54,-16316756.78,-6.1
658,MCDEX,MCB,31568.0,0.66,55.7,0.18,-633.4,-1.97,-3332.75,-9.55
659,FirmaChain,FCT,191039.0,0.03,0.0,0.0,3e-05,0.0,0.0,0.0
660,Nuco.cloud,NCDT,2545087.0,5.09,-74076.03,-2.83,-322839.9,-11.26,-367378.93,-12.61
661,Cere Network,CERE,800584969.0,8.01,436354.21,0.05,2618540.63,0.33,38768212.1,5.09
662,Anyswap,ANY,12056.0,0.01,-3.8085,-0.03,-3.8086,-0.03,-2.5486,-0.02
663,Tenset,10SET,3258179.0,1.68,-93901.56,-2.8,-29920.31,-0.91,-7474.25,-0.23
664,SaitaChain,STC,2279184945.0,22.85,-501571.66,-0.02,-10440423.44,-0.46,47648752.03,2.14
665,Troll,TROLL,205526549470853.0,21.4,4495778379569.0,2.24,14171641562268.0,7.41,114190593435366.0,125.02
666,KIRA Network,KEX,8082895.0,2.69,-9002.32,-0.11,-335746.35,-3.99,-1609618.33,-16.61
667,PaLM AI,PALM,934526.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0
668,Whiteheart,WHITE,20.32,0.23,2.66e-05,0.0,-0.2055,-1.0,-0.2055,-1.0
669,LimeWire,LMWR,14398110.0,1.74,111461.33,0.78,197246.27,1.39,-232742.82,-1.59
670,EverGrow Coin,EGC,543112571376.0,0.12,0.0,0.0,-10708099310.0,-1.93,-10988631031.0,-1.98
671,HELLO Token,HELLO,89310514.0,8.93,1301676.95,1.48,3319517.03,3.86,24161983.67,37.09
672,FEG Token V2,FEG,1836737639.0,3.67,23508067.83,1.3,141040878.0,8.32,430597321.0,30.62
673,HarryPotterObamaSonic10Inu,BITCOIN,17698801.0,1.77,298388.95,1.71,-488887.97,-2.69,3138441.91,21.55
674,Taraxa,TARA,1892861096.0,18.17,-6.71e-06,0.0,-9.53e-06,0.0,0.0,0.0
675,Tether EURt,EURT,417702033.0,104.43,-607.47,0.0,484393.72,0.12,-144128.02,-0.03
676,Orbit Chain,ORC,22931448.0,2.42,102211.57,0.45,-40164.84,-0.17,-182699.55,-0.79
677,Aura Finance,AURA,107483.0,0.21,0.0,0.0,-295.95,-0.27,-2410.03,-2.19
678,CEEK VR,CEEK,169163941.0,16.92,176579.2,0.1,-629014.87,-0.37,-3015351.76,-1.75
679,Stratos,STOS,3274291.0,12.63,2058.97,0.06,24855.11,0.76,21545.28,0.66
680,Thrupenny,TPY,1153037.0,0.12,-3.503e-05,0.0,-3.503e-05,0.0,-500000.0,-30.25
681,Connext,NEXT,17518658.0,1.75,-63446.0,-0.36,22997.62,0.13,1410284.86,8.75
682,WAGMI Game,WAGMIGAMES,40803544732.0,1.85,267658651.0,0.66,93891186.86,0.23,13561117854.0,49.78
683,Mossland,MOC,523957.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
684,ApolloX,APX,34411853.0,0.87,-108860.82,-0.32,-310048.03,-0.89,46843.26,0.14
685,ArchLoot,ALT,439012.0,0.04,-81.6057,-0.02,-8038.01,-1.8,56251.98,14.7
686,Sentinel Protocol,UPP,5763536.0,1.15,-3.259e-05,0.0,-1e-10,0.0,0.0,0.0
687,ONUS,ONUS,2818.56,0.0,0.0,0.0,-231.37,-7.59,-246.27,-8.04
688,Decimated,DIO,91472.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
689,DeRace,DERC,20459572.0,17.05,-7089.29,-0.03,368750.73,1.84,978110.25,5.02
690,Talken,TALK,12655772.0,2.53,-44587.06,-0.35,-258025.54,-2.0,-1257411.2,-9.04
691,Mintlayer,ML,18887440.0,4.72,-148267.44,-0.78,-443110.89,-2.29,2377397.61,14.4
692,Inspect,INSP,88911711.0,8.89,1221394.92,1.39,-2870154.14,-3.13,-2314837.98,-2.54
693,Sommelier,SOMM,1491982.0,0.3,7379.99,0.5,-33347.38,-2.19,99559.39,7.15
694,Polytrade Finance,TRADE,3873014.0,3.87,8547.66,0.22,-22301.67,-0.57,-49928.07,-1.27
695,Crust,CRU,392961.0,1.96,-52862.88,-11.86,125033.9,46.67,134400.15,51.98
696,Palette,PLT,30271962.0,3.03,-54022.63,-0.18,1074215.47,3.68,2775628.25,10.09
697,H2O DAO,H2O,1222335.0,0.12,0.0,0.0,-2584.94,-0.21,28382.94,2.38
698,RichQuack,QUACK,1015498047734244.0,2.17,-41021069822267.0,-3.88,-41642276711441.0,-3.94,-96482693008703.0,-8.68
699,ALTAVA,TAVA,21139462.0,2.11,-1765.22,-0.01,-687893.52,-3.15,-731992.55,-3.35
700,AscendEX (BitMax),ASD,93290420.0,12.56,4.838e-05,0.0,369529.24,0.4,620886.79,0.67
701,RabbitX,RBX,4094262.0,0.41,25486.44,0.63,290975.4,7.65,403993.17,10.95
702,ALTAVA,TAVA,21139462.0,2.11,-1765.22,-0.01,-687893.52,-3.15,-731992.55,-3.35
703,TokenFi,TOKEN,383794935.0,3.84,-1203014.56,-0.31,-4704337.93,-1.21,-5774142.56,-1.48
704,UniLend Finance,UFT,29761564.0,29.76,60884.32,0.2,-31897.74,-0.11,226290.16,0.77
705,BitMart Coin,BMX,2703126.0,0.31,-1.559e-05,0.0,0.0,0.0,0.0,0.0
706,Spheroid Universe,SPH,32783441.0,1.52,-3.03e-05,0.0,-1.997e-05,0.0,3569152.76,12.22
707,Locus Chain,LOCUS,132841521.0,1.9,1.07e-06,0.0,0.0,0.0,8195404.39,6.57
708,GamerCoin,GHX,217949707.0,26.97,6818597.76,3.23,17616790.72,8.79,-8766407.31,-3.87
709,Velo,VELO,316473368.0,1.32,-8603238.04,-2.65,1802079.15,0.57,-5535049.59,-1.72
710,Openfabric AI,OFN,4197771.0,0.84,195866.45,4.89,162060.28,4.02,733294.85,21.17
711,Vectorspace,VXV,9601226.0,19.2,-2.419e-05,0.0,154076.09,1.63,-143499.29,-1.47
712,e-Radix,eXRD,113704108.0,9.28,391940.16,0.35,2697824.88,2.43,6016598.83,5.59
713,ARC,ARC,83944713.0,8.44,-939180.25,-1.11,-925204.85,-1.09,9144212.43,12.22
714,MangoMan Intelligent,MMIT,35408469459456.0,1.76,145715315444.0,0.41,1425619725259.0,4.2,-8417855986109.0,-19.21
715,GAMEE,GMEE,146192337.0,4.6,-74814.66,-0.05,-3192677.51,-2.14,-20160948.6,-12.12
716,Ternoa,CAPS,111404152.0,4.46,99782.28,0.09,567902.62,0.51,10990897.71,10.95
717,BOB,BOB,334547311056.0,48.49,3475334066.0,1.05,3203151730.0,0.97,4876256805.0,1.48
718,Opulous,OPUL,10452975.0,2.09,2796554.79,36.53,2189634.1,26.5,979398.1,10.34
719,Splintershards,SPS,10935113.0,0.85,-132454.67,-1.2,-1250054.7,-10.26,-216507.95,-1.94
720,Doge Killer,LEASH,10966.0,10.19,-13.8431,-0.13,467.63,4.45,634.66,6.14
721,SatoshiVM,SAVM,864881.0,4.12,8524.27,1.0,5030.87,0.59,201218.54,30.32
722,NuNet,NTX,40013013.0,4.0,-563670.33,-1.39,6498450.73,19.39,11799631.14,41.82
723,FOAM Token,FOAM,8626205.0,0.86,0.0,0.0,3.779e-05,0.0,0.0,0.0
724,UFO Gaming,UFO,3376220391238.0,13.11,-43847941.26,0.0,912762.27,0.0,2203813690.0,0.07
725,Proton,XPR,751030763.0,7.51,-6499144.91,-0.86,29085251.03,4.03,34809656.08,4.86
726,Katana Inu,KATA,3026215188.0,6.05,2865050.05,0.09,107798627.0,3.69,296121799.0,10.85
727,Numbers Protocol,NUM,17120435.0,2.88,476033.68,2.86,-3271446.27,-16.04,-9518249.56,-35.73
728,PayCoin,PCI,28561553.0,1.5,6444.56,0.02,189169.91,0.67,1215544.59,4.45
729,Shapeshift FOX Token,FOX,15138984.0,1.51,-986919.49,-6.12,4810179.88,46.57,-3982530.56,-20.83
730,Stader,SD,6724645.0,4.48,115527.7,1.75,484974.98,7.77,2219235.35,49.26
731,Castello Coin,CAST,331177.0,0.08,0.0,0.0,0.0,0.0,-31125.61,-8.59
732,Deeper Network,DPR,35433568.0,0.39,-252790.12,-0.71,-321841.29,-0.9,2658456.37,8.11
733,Wrapped NCG (Nine Chronicles Gold),WNCG,30789128.0,5.41,186298.37,0.61,351187.79,1.15,-747553.52,-2.37
734,Petals,PTS,495674892.0,0.5,0.0,0.0,0.0,0.0,-49288.43,-0.01
735,Eco Real Estate,ECOREAL,2299486.0,0.23,4.14e-06,0.0,0.0,0.0,0.0,0.0
736,VIDT Datalink,VIDT,1332638.0,2.32,-1.953e-05,0.0,-8.38e-06,0.0,0.0,0.0
737,Cellframe,CELL,5473576.0,18.41,53143.56,0.98,4592.25,0.08,-400808.38,-6.82
738,GHO,GHO,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Propchain,PROPC,2578373.0,3.03,-44000.73,-1.68,373953.09,16.96,812615.07,46.02
740,Kishu Inu,KISHU,3.736006226019261e+16,37.36,-9662162440437.0,-0.03,-232759732250368.0,-0.62,13011206056685.0,0.03
741,Neutrino USD,USDN,17660.0,0.0,-3.359e-05,0.0,-3.359e-05,0.0,0.0,0.0
742,MILC Platform,MLT,44238595.0,22.12,61375.04,0.14,974164.98,2.25,996797.57,2.31
743,KardiaChain,KAI,226936924.0,4.54,-4.596e-05,0.0,-32085.43,-0.01,105036.14,0.05
744,DeGate,DG,1280129.0,0.13,3.253e-05,0.0,-211470.99,-14.18,597814.0,87.62
745,Optimus AI,OPTIMUS,22707639.0,22.71,88069.28,0.39,288936.17,1.29,3676179.44,19.32
746,Across Protocol,ACX,5196799.0,0.52,56414.25,1.1,-553364.5,-9.62,1487404.52,40.1
747,Circuits of Value,COVAL,115636183.0,6.47,-828210.26,-0.71,1387541.75,1.21,-9408541.4,-7.52
748,Swarm,BZZ,13039008.0,20.6,-45700.98,-0.35,49656.7,0.38,192534.44,1.5
749,Shine Layer 2,SHT,703487740.0,7.03,0.0,0.0,-2.534e-05,0.0,0.0,0.0
750,TokenPocket,TPT,112265966.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0
751,Poolz Finance,POOLX,167045.0,3.04,-1756.01,-1.04,-3697.69,-2.17,-13721.97,-7.59
752,Mute,MUTE,920865.0,2.3,-12938.67,-1.39,-5375.01,-0.58,48554.06,5.57
753,Qredo,QRDO,178873450.0,12.3,-1068728.21,-0.59,13346835.74,8.06,47727586.42,36.39
754,Creo Engine,CREO,127775697.0,12.92,1304423.8,1.03,123143.32,0.1,20535818.66,19.15
755,Dejitaru Tsuka,TSUKA,76251353.0,7.63,259927.42,0.34,4450638.05,6.2,19347351.04,34.0
756,Connex,CONX,32364.0,0.03,0.0,0.0,-69997.92,-68.38,-69998.84,-68.38
757,HOPR Protocol,HOPR,57607126.0,13.33,-86533.07,-0.15,-63695.63,-0.11,-2826743.45,-4.68
758,GameZone,GZONE,22274702.0,2.65,-136862.88,-0.61,-285395.71,-1.27,-645285.43,-2.82
759,METACADE,MCADE,37987214.0,1.92,-12238.91,-0.03,-1784319.99,-4.49,-6602200.29,-14.81
760,MVL,MVL,233403998.0,0.78,-832704.11,-0.36,-2644101.64,-1.12,-115657137.0,-33.13
761,Image Generation AI,IMGNAI,41522701.0,4.15,595396.56,1.45,3940543.27,10.49,9909781.06,31.35
762,Symbiosis Finance,SIS,25136915.0,25.2,4063.14,0.02,551980.43,2.25,1292335.91,5.42
763,Carbon,CSIX,50399970.0,5.04,713799.72,1.44,2348108.91,4.89,5847695.68,13.13
764,ONBUFF,ONIT,31514657.0,4.09,-67162.29,-0.21,-67162.29,-0.21,4858886.29,18.23
765,AdShares,ADS,190997.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
766,BullPerks,BLP,7042228.0,2.35,-25581.62,-0.36,-76828.33,-1.08,-504508.69,-6.69
767,YooShi,YOOSHI,9928493109324.0,0.99,-29827895388.0,-0.3,-172670348536.0,-1.71,-574191332702.0,-5.47
768,Ton Community,TONC,24737388.0,6.18,-70893.65,-0.29,-61373.78,-0.25,-18423.24,-0.07
769,Karate Combat,KARATE,850874086.0,0.77,-7949958.8,-0.93,9348471.12,1.11,14687452.38,1.76
770,Zeon,ZEON,330394476.0,0.66,-1.658e-05,0.0,0.0,0.0,0.0,0.0
771,Turbo,TURBO,24912064819.0,36.1,-181340011.0,-0.72,-1127346249.0,-4.33,-2061799263.0,-7.64
772,MATH Token,MATH,6699193.0,3.35,-240814.96,-3.47,-153416.96,-2.24,363944.8,5.74
773,Impossible Finance,IDIA,1745950.0,0.17,0.0,0.0,-60.4,0.0,-524.83,-0.03
774,XEN Crypto,XEN,21134384692581.0,33.41,346498726700.0,1.67,994136151384.0,4.94,3703448582775.0,21.25
775,LAToken,LA,346103335.0,86.53,9.05e-06,0.0,6.75e-06,0.0,0.0,0.0
776,Pitbull,PIT,7131088675763948.0,7.13,-1436295760450.0,-0.02,-63218958114991.0,-0.88,-148635098359897.0,-2.04
777,Ellipsis 2.0,EPX,47329555225.0,35.86,62191500.24,0.13,97969973.27,0.21,311588125.0,0.66
778,Student Coin,STC,333830700.0,3.34,-28958687.08,-7.98,-28958687.08,-7.98,-10603046.52,-3.08
779,Sperax,SPA,530467655.0,11.49,-69613.99,-0.01,2898518.18,0.55,-43197583.5,-7.53
780,Taboo Token,TABOO,193359946.0,1.98,3907905.98,2.06,-3506104.44,-1.78,-30591325.24,-13.66
781,Wojak,WOJAK,20253242902.0,29.17,-6963596.15,-0.03,34422553.33,0.17,1629312026.0,8.75
782,Centrality,CENNZ,80162.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
783,Shattered Legion,SLG,70730097.0,7.12,-3.451e-05,0.0,-375.38,0.0,-904555.89,-1.26
784,Botto,BOTTO,1382286.0,1.38,3800.44,0.28,124135.84,9.87,635555.2,85.11
785,Coinweb,CWEB,334095542.0,4.38,-2.486e-05,0.0,-754919.35,-0.23,17272695.72,5.45
786,Ferrum Network,FRM,24098508.0,4.04,-81927.05,-0.34,-121420.33,-0.5,-2224165.17,-8.45
787,Dimitra,DMTR,181400418.0,36.14,26402305.95,17.03,1088710.2,0.6,5753501.78,3.28
788,HEZ,HEZ,6190.41,0.06,-4.71e-05,0.0,-4.594e-05,0.0,-6.78,-0.11
789,Prosper,PROS,30770471.0,30.77,1933.89,0.01,-63363.67,-0.21,472127.9,1.56
790,Robonomics Network,XRT,198182.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0
791,Bubblefong,BBF,34734042.0,4.96,78567.73,0.23,20654.57,0.06,281214.6,0.82
792,Ichi.Farm,ICHI,1029.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0
793,Bidao Smart Chain,BISC,61283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,GYEN,GYEN,167342860.0,8.16,-476755.16,-0.28,-1745358.7,-1.03,47170815.89,39.25
795,piin,PIIN,96349014763.0,96.35,0.0,0.0,-1087568078.0,-1.12,679264510.0,0.71
