#,Name,Symbol,On Exchange,% Supply On Exchange,1D Change,1D Change %,7D Change,7D Change %,30D Change,30D Change %
796,Saito,SAITO,203626243.0,6.79,1598102.1,0.79,-275691.14,-0.14,19244118.94,10.44
797,HAPI.one,HAPI,128270.0,21.36,-339.1,-0.26,-1160.14,-0.9,2027.87,1.61
798,GraphLinq Protocol,GLQ,229694436.0,45.94,0.0,0.0,9290.32,0.0,-14980.0,-0.01
799,Decubate,DCB,96386976.0,10.14,-341267.37,-0.35,-483615.98,-0.5,19495071.08,25.35
800,PolkaFoundry,PKF,578811.0,0.29,-1830.66,-0.32,5657.07,0.99,280574.4,94.08
801,Hegic,HEGIC,85500676.0,2.84,-47396.52,-0.06,39568.03,0.05,-6763457.56,-7.33
802,Jesus Coin,JESUS,1428653897059.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
803,Bad Idea AI,BAD,34574043290202.0,4.16,-290785289584.0,-0.83,1068540666822.0,3.19,5876292528631.0,20.48
804,Huobi Polkadot,HDOT,1027252.0,24.28,0.0,0.0,0.0,0.0,0.0,0.0
805,Shiba Predator,QOM,14079979335504.0,2.35,-558212289.0,0.0,-10556676722.0,-0.07,-284966896189.0,-1.98
806,WIBX,WBX,17142143.0,0.15,-4.842e-05,0.0,-4.842e-05,0.0,0.0,0.0
807,SIDUS HEROES DAO,SENATE,7428650.0,3.87,90062.57,1.23,443380.69,6.35,4081754.19,121.96
808,Verified USD,USDV,2124240.0,12.39,261435.16,14.03,802378.27,60.7,549805.52,34.92
809,OmniCat,OMNI,975211488.0,2.13,0.0,0.0,-14676539.23,-1.48,0.0,0.0
810,Pinakion,PNK,16991903.0,2.19,-601784.32,-3.42,8113759.2,91.39,-8760430.34,-34.02
811,DexCheck,DCK,51254497.0,5.23,-648060.38,-1.25,-10920038.8,-17.56,-6989275.42,-12.0
812,Turtsat,TURT,161401077.0,16.14,400885.19,0.25,832522.22,0.52,37378753.71,30.14
813,Metahero,HERO,338269291.0,3.46,1011204.3,0.3,-11650301.55,-3.33,-31258854.78,-8.46
814,TOKPIE,TKP,646454.0,0.65,0.0,0.0,-995.02,-0.15,3846.57,0.6
815,ELYSIA,EL,47154828.0,0.69,-1607198.25,-3.3,7030005.93,17.52,6469571.32,15.9
816,Tokemak,TOKE,327481.0,0.33,1265.87,0.39,-57959.85,-15.04,-62852.89,-16.1
817,SpaceN,SN,4600442.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
818,ALITA,ALITA,109897320.0,0.14,9902415.85,9.9,0.0,0.0,0.0,0.0
819,GET Protocol,GET,440238.0,1.88,559.99,0.13,287.12,0.07,-8915.58,-1.98
820,LYO Credit,LYO,972036.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
821,MASQ,MASQ,644455.0,1.72,-4.104e-05,0.0,39788.1,6.58,-64641.54,-9.12
822,RFOX,RFOX,266640234.0,13.33,-353705.63,-0.13,851240.46,0.32,2754643.35,1.04
823,Prometheum Prodigy,PMPY,48030382.0,7.24,-1231226.8,-2.5,9114981.79,23.42,16832229.61,53.95
824,Gamium,GMM,3276830195.0,7.52,-36003189.67,-1.09,15448995.28,0.47,27731078.46,0.85
825,Shping,SHPING,58550659.0,0.59,-8890253.71,-13.18,-27426415.68,-31.9,-27045569.29,-31.6
826,YIELD App,YLD,19885752.0,6.63,12999.99,0.07,-19208.75,-0.1,1047438.67,5.56
827,Dtravel,TRVL,40599626.0,4.06,686823.56,1.72,1278694.81,3.25,3960775.67,10.81
828,Fuse,FUSE,3897149.0,1.19,-35741.99,-0.91,118870.79,3.15,1265001.42,48.06
829,NFTX,NFTX,3820.09,0.59,0.0,0.0,0.0,0.0,0.0,0.0
830,AIPAD,AIPAD,6435253.0,3.23,66863.99,1.05,-43257.24,-0.67,868158.33,15.59
831,Genopets,GENE,7209.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0
832,MixMarvel,MIX,104740807.0,1.05,-79992055.95,-43.3,-39267670.07,-27.27,-3418018.11,-3.16
833,Swash,SWASH,71215741.0,7.15,1141184.26,1.63,3506666.59,5.18,7730280.2,12.18
834,Limoverse,LIMO,4299869.0,0.04,0.0,0.0,0.0,0.0,94950.83,2.26
835,Comsats,CSAS,7285788.0,0.73,4230291.49,138.45,1637045.01,28.98,554822.51,8.24
836,Binance IDR,BIDR,310184732907.0,48.04,-1196954947.0,-0.38,-367353200.0,-0.12,11494831718.0,3.85
837,Push Protocol,PUSH,6288351.0,6.29,43911.73,0.7,282869.9,4.71,653669.17,11.6
838,Gains,GAINS,722154.0,0.72,138378.89,23.7,160305.19,28.53,0.0,0.0
839,UniCrypt,UNCX,49.06,0.1,3.3607,7.35,3.3607,7.35,4.3998,9.85
840,Veloce,VEXT,107969.0,0.19,-5594.5,-4.93,12059.96,12.57,-85299.5,-44.14
841,Epik Prime,EPIK,241910590.0,12.1,-117463.7,-0.05,-432162.93,-0.18,3494129.2,1.47
842,BSCPad,BSCPAD,4416553.0,2.52,-12195.37,-0.28,-26336.89,-0.59,-6910.48,-0.16
843,Metronome,MET,743807.0,5.17,0.0,0.0,-301.57,-0.04,9720.85,1.32
844,UniX Gaming,UNIX,874284.0,0.09,0.0,0.0,1.786e-05,0.0,-50124.93,-5.42
845,Sora,SORA,175737095.0,17.57,6519015.67,3.85,0.0,0.0,0.0,0.0
846,Hourglass,WAIT,2174561.0,2.22,-29987.23,-1.36,9906.76,0.46,539607.5,33.0
847,Arianee Protocol,ARIA20,146420.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
848,Unibright,UBT,4517472.0,3.01,-1600.63,-0.04,-4950.81,-0.11,-86620.66,-1.88
849,Cosplay Token,COT,83562058.0,8.36,1495729.71,1.82,2990506.03,3.71,4439265.14,5.61
850,Newscrypto,NWC,5545999.0,2.05,6053.92,0.11,8225.29,0.15,-464019.17,-7.72
851,Izumi Finance,IZI,103681455.0,5.18,-376871.96,-0.36,860756.42,0.84,3003273.82,2.98
852,PlayZap,PZP,1891416.0,1.26,3911.29,0.21,12500.6,0.67,162465.42,9.4
853,BitKan,KAN,965526404.0,9.66,-4.236e-05,0.0,-7378705.31,-0.76,-5171638.78,-0.53
854,Bitrock,BITROCK,16666754.0,16.67,-11324.17,-0.07,531089.16,3.29,1339258.23,8.74
855,PureFi,UFI,6093226.0,6.09,944176.59,18.34,806982.53,15.27,-389606.02,-6.01
856,AMO Coin,AMO,773966758.0,3.93,1.997e-05,0.0,0.0,0.0,0.0,0.0
857,Maxity,MAX,6177149.0,0.62,-2.98e-05,0.0,68830.99,1.13,69454.99,1.14
858,Areon Network,AREA,49195578.0,19.68,0.0,0.0,490.0,0.0,490.0,0.0
859,CONUN,CON,194642.0,0.0,0.0,0.0,-3.176e-05,0.0,0.0,0.0
860,Decentral Games,DG,75.59,0.01,0.0,0.0,2.627e-05,0.0,0.0,0.0
861,Rupiah Token,IDRT,40441416644.0,21.28,-116483534.0,-0.29,-216226716.0,-0.53,-4285123156.0,-9.58
862,Blocksquare Token,BST,2629102.0,8.25,40538.77,1.57,60387.13,2.35,201737.67,8.31
863,Everdome,DOME,3717563450.0,4.03,26117235.59,0.71,1045980.15,0.03,147207201.0,4.12
864,Xend Finance,XRWA,3656383.0,1.86,-68012.06,-1.83,-7489844.23,-67.2,-10084132.03,-73.39
865,Lossless,LSS,26338722.0,26.34,-3.212e-05,0.0,-908.67,0.0,205345.8,0.79
866,Vita Inu,VINU,416440504232252.0,46.28,-1650442211887.0,-0.39,-3388617181699.0,-0.81,-4956659829094.0,-1.18
867,SwftCoin,SWFTC,2284944666.0,22.85,-70003966.88,-2.97,-39151737.56,-1.68,-513935477.0,-18.36
868,Iskra,ISK,781521.0,0.08,-73080.23,-8.55,-49708.79,-5.98,-202116.5,-20.55
869,XDEFI Wallet,XDEFI,6018157.0,2.51,-5.27e-06,0.0,-42664.58,-0.7,336887.6,5.93
870,Parallel,PAR,135098.0,1.2,-6.162e-05,0.0,-6.162e-05,0.0,0.0,0.0
871,Nestree,EGG,48934157.0,1.63,-270798.6,-0.55,-236653.69,-0.48,-236653.69,-0.48
872,MEVerse,MEV,60098484.0,3.0,0.0,0.0,-2.629e-05,0.0,0.0,0.0
873,Outer Ring,GQ,450033622.0,7.49,1603510.16,0.36,-66044860.1,-12.8,82545980.22,22.46
874,Chirpley,CHRP,140136990.0,14.16,2736878.66,1.99,-359682.95,-0.26,4359095.05,3.21
875,B-cube.ai,BCUBE,157001.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
876,Cratos,CRTS,411038970.0,0.41,-387343.04,-0.09,-969151.57,-0.24,-9258587.34,-2.2
877,Diamond Launch Coin,DLC,21595187.0,2.16,0.0,0.0,0.0,0.0,7507.44,0.03
878,BTU Protocol,BTU,53892.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
879,EML Token,EML,6531780.0,0.33,540.96,0.01,-15628.65,-0.24,407980.53,6.66
880,PalmPay,PALM,151962.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0
881,Swarm Markets,SMT,5347506.0,2.21,-24745.24,-0.46,62429.83,1.18,225162.04,4.4
882,MarsDAO,MDAO,5258094.0,5.48,-270890.25,-4.9,-595208.18,-10.17,-81682.98,-1.53
883,Zs,ZCN,1880304.0,0.94,17319.64,0.93,82062.34,4.56,647831.08,52.56
884,Winnerz,WNZ,18553110.0,0.19,0.0,0.0,-50.0,0.0,5192358.77,38.86
885,Cult DAO,CULT,448668756513.0,9.05,-123081999.0,-0.03,484872803.0,0.11,-13898639206.0,-3.0
886,RAI Finance,SOFI,10022558.0,1.0,3.1e-05,0.0,9143.99,0.09,42630.78,0.43
887,Project WITH,WIKEN,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dvision Network,DVI,28556828.0,2.86,-218819.33,-0.76,-298958.44,-1.04,-110841.94,-0.39
889,PIBBLE,PIB,2823693.0,0.01,0.0,0.0,4.454e-05,0.0,0.0,0.0
890,Torum,XTM,59675531.0,7.46,-13462.95,-0.02,269370.55,0.45,-38397.59,-0.06
891,Presearch,PRE,15724838.0,2.1,4.964e-05,0.0,-9.5e-06,0.0,0.0,0.0
892,Pintu Token,PTU,4309345.0,1.44,4.274e-05,0.0,-2809.84,-0.07,120207.24,2.87
893,Somnium Space Cubes,CUBE,2101721.0,2.1,19598.5,0.94,29680.13,1.43,-22493.78,-1.06
894,Big Data Protocol,BDP,17995177.0,27.72,885.29,0.0,359543.06,2.04,893823.88,5.23
895,Quiztok,QTCON,435588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,BRN Metaverse,BRN,7646437.0,3.37,-29227.36,-0.38,-41370.57,-0.54,-153192.33,-1.96
897,Hoge Finance,HOGE,14598170279.0,3.63,-206976922.0,-1.4,-227471815.0,-1.53,-268564293.0,-1.81
898,SIX Network,SIX,4531151.0,0.45,-7274.64,-0.16,63238.47,1.42,110537.44,2.5
899,Liquidus(old),LIQ,197112.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
900,Gameswap,GSWAP,1983.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0
901,PAWSWAP,PAW,58859095297704.0,5.89,-876315220038.0,-1.47,-1440771302365.0,-2.39,4276337368425.0,7.83
902,ETHAX,ETHAX,544006.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
903,SportX,SX,673138.0,0.12,2.028e-05,0.0,2.028e-05,0.0,-707677.64,-51.25
904,XDB Chain,XDB,7091139.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
905,Thena,THE,116958.0,0.08,0.0,0.0,0.0,0.0,-1392.65,-1.18
906,Akita Inu,AKITA,42277717414540.0,42.28,-10436729864.0,-0.02,272519871408.0,0.65,557907444036.0,1.34
907,Polkadex,PDEX,1225964.0,14.66,-5.013e-05,0.0,-24081.84,-1.93,-5175.12,-0.42
908,LoopNetwork,LOOP,69307950.0,38.36,-145694.54,-0.21,-41815.36,-0.06,1805453.53,2.67
909,OpenOcean,OOE,90441428.0,9.04,832883.46,0.93,-295741.4,-0.33,2834141.87,3.24
910,ZKBase,ZKB,182876799.0,30.58,-135373.32,-0.07,-2380633.81,-1.29,-212682671.0,-53.77
911,Squid Grow,SQUIDGROW,67335267209177.0,3.37,-564208024164.0,-0.83,-1139055641300.0,-1.66,-2998240643866.0,-4.26
912,Valor Token,VALOR,112464.0,0.15,6.244e-05,0.0,4.539e-05,0.0,-131.39,-0.12
913,Shyft Network,SHFT,12718830.0,0.5,136501.83,1.08,-1637069.52,-11.4,-5579695.69,-30.49
914,Horizon Protocol,HZN,8992686.0,3.8,122889.9,1.39,1004541.45,12.58,1320757.71,17.22
915,RAE,RAE,20842.0,0.37,1.09e-05,0.0,1.09e-05,0.0,0.0,0.0
916,APM Coin,APM,165563229.0,9.13,5963462.99,3.74,23696361.75,16.7,25921329.68,18.56
917,EGOLD,EGOLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Origin Dollar Governance,OGV,217593328.0,5.29,-411302.86,-0.19,4442884.69,2.08,7778172.66,3.71
919,Shina Inu,SHI,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Bware,INFRA,611330.0,0.61,-312.44,-0.05,-7130.91,-1.15,-633164.43,-50.88
921,Rai Reflex Index,RAI,113216.0,6.2,-2.379e-05,0.0,4321.06,3.97,15012.56,15.29
922,Real Smurf Cat,SMURFCAT,5524535280.0,5.52,-1290282243.0,-18.93,-1189026807.0,-17.71,-1231478680.0,-18.23
923,Sinverse,SIN,96314517.0,9.63,-3732112.54,-3.73,-769822.53,-0.79,5441054.76,5.99
924,Ice: Decentralized Future,ICE,18783959.0,1.81,-3242109.17,-14.72,-5051092.16,-21.19,10966679.82,140.29
925,EverRise(V3),RISE,520366003.0,0.73,498453.38,0.1,22969244.63,4.62,26737920.42,5.42
926,LeisureMeta,LM,89920088.0,1.93,-398670.33,-0.44,5612822.99,6.66,3310720.63,3.82
927,Adappter Token,ADP,57827214.0,1.18,1935056.25,3.46,-1833496.14,-3.07,-94221.74,-0.16
928,WHALE,WHALE,457954.0,4.58,0.0,0.0,0.0,0.0,887.88,0.19
929,MongCoin,$MONG,185665528642237.0,26.91,908063333890.0,0.49,-4400386531449.0,-2.32,1510479692608.0,0.82
930,LABEL Foundation,LBL,67036193.0,2.23,-891110.05,-1.31,-2690587.53,-3.86,6252091.68,10.29
931,BetProtocol,BEPRO,278265372.0,2.78,-5.2e-05,0.0,-5.2e-05,0.0,0.0,0.0
932,Dacxi,DACXI,407825420.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0
933,Perion Credits,PERC,1292254.0,1.29,6216.25,0.48,76861.03,6.32,370428.28,40.18
934,Pomerium,PMG,14967764.0,1.5,6160.32,0.04,-3123209.53,-17.26,-467114.76,-3.03
935,Paribus,PBX,1971319101.0,21.24,2.232e-05,0.0,18772728.0,0.96,84800333.21,4.5
936,Humans,HEART,344849415.0,8.99,5581252.11,1.65,14615404.63,4.43,42701608.35,14.13
937,BOBO,BOBO,3981871004730.0,5.77,-87576487671.0,-2.15,-214819213305.0,-5.12,-775464784424.0,-16.3
938,King DAG,KDAG,1476591.0,0.15,9.43e-06,0.0,4.04e-05,0.0,0.0,0.0
939,LitLab Games,LITT,109615788.0,3.65,4519924.75,4.3,13362234.45,13.88,26712166.83,32.22
940,LootBot,LOOT,58348.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
941,NetVRk,NETVR,37515785.0,37.52,14238.32,0.04,-2179385.83,-5.49,250712.54,0.67
942,Catgirl,CATGIRL,1327335958710806.0,3.61,2884922107147.0,0.22,29895945473842.0,2.3,102310106018129.0,8.35
943,Etherisc DIP Token,DIP,1367668.0,0.14,0.0,0.0,-1.375e-05,0.0,-7304.97,-0.53
944,Minati Coin,MNTC,192761.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0
945,Uniris,UCO,40364533.0,4.04,0.0,0.0,244390.91,0.61,-262193.39,-0.65
946,GensoKishi Metaverse,MV,3839794.0,0.19,0.0,0.0,0.0,0.0,53703.2,1.42
947,BiLira,TRYB,4141348.0,1.73,3.9e-05,0.0,-29568.79,-0.71,86088.28,2.12
948,BreederDAO,BREED,7050175.0,0.71,0.0,0.0,-286.12,0.0,-286.12,0.0
949,IMPT,IMPT,889728.0,0.03,0.0,0.0,-338985.09,-27.59,-276424.9,-23.7
950,Unification,FUND,7773508.0,6.48,-17628.53,-0.23,-139351.36,-1.76,-88064.81,-1.12
951,Darwinia Network,RING,93308140.0,3.89,-1547590.74,-1.63,-3017096.7,-3.13,4870266.31,5.51
952,QUINT,QUINT,5578222.0,0.71,-16664.06,-0.3,-60024.53,-1.06,104124.17,1.9
953,Everest,ID,2266495.0,0.28,324722.69,16.72,-988062.64,-30.36,-1580112.99,-41.08
954,Thetan Arena,THG,9824028.0,2.34,2065.37,0.02,-621291.29,-5.95,-74121.8,-0.75
955,QuadrantProtocol,EQUAD,6221451.0,0.62,1.662e-05,0.0,1.269e-05,0.0,0.0,0.0
956,Rangers Protocol,RPG,496006.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0
957,XELS,XELS,5951372.0,28.34,-1.562e-05,0.0,-18040.5,-0.3,2349.65,0.04
958,Zambesigold,ZGD,1435302.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
959,Verse,VERSE,564906643.0,0.29,-3.875e-05,0.0,0.0,0.0,-258171387.0,-31.37
960,Luxurious Pro Network Token,LPNT,428934.0,0.54,-4.775e-05,0.0,-4.775e-05,0.0,0.0,0.0
961,Grove Coin V2,GRV,2738416.0,2.76,-28798.51,-1.04,-113610.71,-3.98,166251.32,6.46
962,Umbrella Network,UMB,43604956.0,13.12,107351.25,0.25,-392464.97,-0.89,6373300.19,17.12
963,MileVerse,MVC,39321859.0,1.31,0.0,0.0,224302.31,0.57,-4874909.61,-11.03
964,GamesPad,GMPD,27624700.0,5.58,-61760.34,-0.22,-63879.2,-0.23,-921992.28,-3.23
965,Atlas Navi,NAVI,30716939.0,10.24,-2717.25,-0.01,10782.5,0.04,526907.6,1.75
966,ChainBing,CBG,1223760.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
967,Era Swap,ES,3471829.0,0.09,-7.58e-06,0.0,-7.58e-06,0.0,0.0,0.0
968,Dmail Network,DMAIL,6034478.0,3.02,-68030.55,-1.11,-2042140.56,-25.28,0.0,0.0
969,DappRadar,RADAR,281567380.0,2.82,159046.08,0.06,2933033.88,1.05,-613316.81,-0.22
970,Govi,GOVI,2670293.0,8.34,-39490.58,-1.46,-68905.98,-2.52,-139589.51,-4.97
971,Dark Frontiers,DARK,8121431.0,3.25,10155.35,0.13,-111505.91,-1.35,477430.47,6.25
972,Meme Alliance,MMA,11500174.0,11.5,-189381.29,-1.62,242752.85,2.16,2075736.93,22.03
973,Bio Passport,BIOT,21914131.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
974,Bitrue Coin,BTR,747287844.0,93.26,-987.68,0.0,-64851.23,-0.01,26274.43,0.0
975,Landshare Token,LAND,279241.0,7.14,20731.64,8.02,31395.81,12.67,48497.95,21.02
976,Muse,MUSE,37739.0,3.97,-154.01,-0.41,1264.79,3.47,-176.24,-0.46
977,MultiVAC,MTV,2790200561.0,27.9,3976682.2,0.14,17131613.46,0.62,22020439.8,0.8
978,Mint Club,MINT,30133109323.0,2.62,130322872.0,0.43,-473444457.0,-1.55,3310607926.0,12.34
979,Santiment Network Token,SAN,38019665.0,45.62,6.75e-07,0.0,0.0,0.0,0.0,0.0
980,Lithium Finance,LITH,3061708925.0,30.62,-4737384.08,-0.15,36609727.07,1.21,105183359.0,3.56
981,Kunci Coin,KUNCI,13731751.0,0.03,-35615.73,-0.26,-123502.93,-0.89,-466013.63,-3.28
982,TENET,TENET,19222828.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
983,Dypius V1,DYP,8177478.0,27.26,-9042.52,-0.11,25903.44,0.32,-4563.28,-0.06
984,Ambire Wallet,WALLET,151796729.0,28.03,-45496.39,-0.03,-75583.62,-0.05,109124.61,0.07
985,Blocto Token,BLT,1806393.0,0.5,-32309.5,-1.76,-176650.93,-8.91,-68308.62,-3.64
986,Renewable Energy Token,RET,3759620027048657.0,7.52,27256216575199.0,0.73,34248299117737.0,0.92,161845173641474.0,4.5
987,dHedge Token,DHT,1185172.0,1.19,0.0,0.0,0.0,0.0,-451.89,-0.04
988,Rari Governance Token,RGT,435360.0,3.49,-223.99,-0.05,-1292.71,-0.3,39508.13,9.98
989,BIBI,BIBI,101123456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,Lybra Finance,LBR,19718214.0,127.28,155517.86,0.79,1871093.58,10.48,7674323.82,63.72
991,ritestream,RITE,137968755.0,13.8,283555.48,0.21,-1439233.1,-1.03,-1262844.01,-0.91
992,NvirWorld,NVIR,312231281.0,2.92,601292.55,0.19,3460470.49,1.12,8953394.72,2.95
993,HAVAH,HVH,148156048.0,2.82,-684234.93,-0.46,1858654.85,1.27,17189551.24,13.13
994,BABYBONK,BABYBONK,7.784238243791714e+16,18.53,681741237826832.0,0.88,3869889508303022.0,5.23,-2.3817001557482732e+16,-23.43
995,Moonsama,SAMA,22548312.0,2.25,-304782.83,-1.33,-1294291.86,-5.43,761368.9,3.49
996,Squid Game,SQUID,70088663.0,9.24,-118882.86,-0.17,-6960047.02,-9.03,-5218050.55,-6.93
997,Sylo,SYLO,1292889273.0,12.93,50700012.75,4.08,22956438.08,1.81,29551355.33,2.34
998,Disney,DIS,9449160.0,9.45,0.0,0.0,0.0,0.0,0.0,0.0
999,MagicCraft,MCRT,595566367.0,5.96,-2503427.62,-0.42,-22258684.65,-3.6,-22102366.86,-3.58
1000,Metaverse Index,MVI,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
